step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
730,DEBIT,877.83,C1000005970,144225.52,51225.07,C2000005970,243404.82,265760.18,0,0
528,CASH_IN,968.01,C1000005971,152651.14,175365.29,C2000005971,244633.06,199336.32,1,0
611,CASH_IN,33082.52,C1000005972,176468.28,197634.58,C2000005972,93563.99,86589.91,0,0
532,CASH_IN,72765.06,C1000005973,108127.47,148375.9,C2000005973,31625.83,13085.99,0,0
558,TRANSFER,62408.13,C1000005974,134627.59,66740.89,C2000005974,224324.69,227800.21,0,0
193,CASH_IN,23909.37,C1000005975,87610.08,47204.06,C2000005975,141064.32,76640.77,0,0
58,CASH_OUT,60280.24,C1000005976,63781.85,31323.81,C2000005976,277490.09,84155.88,0,0
437,DEBIT,64741.29,C1000005977,82340.0,46987.81,C2000005977,106045.39,134914.13,0,0
111,CASH_IN,52261.77,C1000005978,182350.47,45469.95,C2000005978,252452.71,224990.3,0,0
129,TRANSFER,52140.18,C1000005979,32834.26,193483.77,C2000005979,7596.87,277295.95,0,0
706,DEBIT,36981.09,C1000005980,49699.96,128647.68,C2000005980,231838.14,64881.57,0,0
326,CASH_IN,12348.2,C1000005981,121238.16,33395.09,C2000005981,203474.96,264604.88,0,0
8,PAYMENT,38554.53,C1000005982,23256.26,97608.25,C2000005982,157880.31,181311.76,0,0
29,CASH_IN,34539.98,C1000005983,178372.9,36927.16,C2000005983,273127.77,256673.73,0,0
112,CASH_OUT,59201.34,C1000005984,9447.27,121203.36,C2000005984,282603.36,254462.35,0,0
673,DEBIT,85627.45,C1000005985,151062.46,68281.24,C2000005985,278905.55,117715.25,0,0
131,CASH_OUT,37543.76,C1000005986,74745.61,39118.53,C2000005986,179340.88,203440.14,0,0
188,PAYMENT,70976.43,C1000005987,10233.11,48558.2,C2000005987,155818.94,283981.9,0,0
675,PAYMENT,81184.92,C1000005988,168585.58,135019.74,C2000005988,80691.61,201715.35,0,0
709,CASH_OUT,21183.03,C1000005989,128092.05,81607.14,C2000005989,48621.11,137447.8,0,0
475,DEBIT,90166.0,C1000005990,1771.74,102631.8,C2000005990,167128.35,111588.41,0,0
364,PAYMENT,7053.79,C1000005991,53506.57,164267.78,C2000005991,44549.02,42994.08,0,0
204,PAYMENT,90172.92,C1000005992,70409.12,131084.28,C2000005992,51634.7,299639.01,0,0
212,CASH_IN,16371.65,C1000005993,64515.63,92482.71,C2000005993,107022.9,197345.54,0,0
621,TRANSFER,33723.59,C1000005994,99668.41,190811.36,C2000005994,56024.11,82967.1,0,0
276,PAYMENT,60527.47,C1000005995,105360.59,42901.02,C2000005995,150518.44,22334.61,0,0
73,DEBIT,90569.28,C1000005996,79350.8,57798.4,C2000005996,199124.85,226175.88,0,0
679,DEBIT,25577.59,C1000005997,66354.07,182286.29,C2000005997,209370.17,256521.47,0,0
243,CASH_IN,76359.76,C1000005998,100881.87,170645.05,C2000005998,159833.4,128338.99,0,0
102,DEBIT,71046.48,C1000005999,6723.08,26011.48,C2000005999,156539.71,286824.39,0,0
685,CASH_IN,15979.28,C1000006000,129040.35,185989.42,C2000006000,142443.34,98544.04,0,0
171,PAYMENT,47951.6,C1000006001,121196.5,2033.74,C2000006001,73579.56,226818.33,0,0
653,PAYMENT,48155.69,C1000006002,55843.96,164484.18,C2000006002,196272.85,78894.73,0,0
188,PAYMENT,30468.14,C1000006003,35903.09,55760.48,C2000006003,197108.76,100781.16,0,0
441,PAYMENT,77994.33,C1000006004,14596.99,37731.4,C2000006004,76741.5,181617.1,0,0
86,TRANSFER,92594.13,C1000006005,117468.75,89741.93,C2000006005,210170.71,10999.86,0,0
476,TRANSFER,71660.08,C1000006006,113780.05,179416.58,C2000006006,257401.6,63245.81,0,0
52,PAYMENT,97295.74,C1000006007,106663.62,157179.57,C2000006007,178412.82,52903.73,0,0
111,DEBIT,5056.34,C1000006008,197123.65,193413.77,C2000006008,35261.89,98396.32,0,0
43,CASH_IN,3731.9,C1000006009,106308.82,108199.77,C2000006009,98178.21,233239.44,0,0
211,CASH_OUT,89386.93,C1000006010,144358.15,102111.99,C2000006010,27836.38,272280.46,0,0
200,CASH_IN,89781.06,C1000006011,22583.65,2606.4,C2000006011,90609.33,3801.77,0,0
627,CASH_OUT,10721.01,C1000006012,59794.16,36121.52,C2000006012,63583.27,77172.68,0,0
26,CASH_OUT,35751.03,C1000006013,55089.32,99524.06,C2000006013,166388.66,7616.68,0,0
299,PAYMENT,83541.1,C1000006014,115195.1,150513.41,C2000006014,127063.35,258373.0,0,0
77,CASH_OUT,12862.78,C1000006015,66162.65,164520.52,C2000006015,216805.22,59620.06,0,0
137,PAYMENT,26750.13,C1000006016,128213.29,56653.27,C2000006016,108912.7,231209.33,0,0
20,TRANSFER,68102.79,C1000006017,138017.95,142491.45,C2000006017,46416.2,9991.5,0,0
440,DEBIT,98190.09,C1000006018,6737.97,165705.89,C2000006018,70807.47,119515.24,0,0
211,CASH_OUT,79715.91,C1000006019,127951.54,74960.88,C2000006019,163734.96,107587.45,0,0
551,DEBIT,77733.99,C1000006020,23357.47,139111.17,C2000006020,134956.45,98800.21,0,0
435,PAYMENT,34272.84,C1000006021,93027.06,87456.23,C2000006021,12782.58,171053.0,0,0
207,CASH_OUT,66137.69,C1000006022,145315.31,197130.45,C2000006022,62983.65,117392.67,0,0
439,CASH_IN,11317.7,C1000006023,140669.0,1333.51,C2000006023,89020.95,120969.17,0,0
666,TRANSFER,99226.78,C1000006024,59964.51,82869.01,C2000006024,217607.86,56761.04,0,0
42,TRANSFER,48063.63,C1000006025,54473.17,52743.28,C2000006025,219128.09,124351.7,0,0
411,CASH_OUT,63884.4,C1000006026,88045.3,169947.31,C2000006026,209396.28,222327.34,0,0
523,TRANSFER,87618.43,C1000006027,37733.42,57425.17,C2000006027,245538.44,96926.12,0,0
610,CASH_IN,106.49,C1000006028,194939.8,108769.09,C2000006028,262163.92,257125.54,0,0
427,DEBIT,97598.48,C1000006029,68983.41,148053.89,C2000006029,21332.47,49839.42,0,0
275,CASH_IN,35922.34,C1000006030,184598.65,99446.05,C2000006030,147917.19,253989.97,0,0
448,TRANSFER,33965.68,C1000006031,181652.99,82080.51,C2000006031,44687.79,184730.07,0,0
742,DEBIT,14514.88,C1000006032,72969.8,8503.6,C2000006032,106218.04,127133.2,0,0
369,CASH_IN,85819.86,C1000006033,50816.93,4586.43,C2000006033,198959.12,10571.02,0,0
220,PAYMENT,87085.25,C1000006034,154167.13,191464.44,C2000006034,180497.62,37970.34,0,0
577,PAYMENT,2008.7,C1000006035,45875.57,128648.81,C2000006035,38567.89,124277.52,0,0
232,DEBIT,5581.96,C1000006036,104249.28,165050.76,C2000006036,227124.48,263378.42,0,0
328,DEBIT,91834.98,C1000006037,22137.87,96087.68,C2000006037,236105.03,287049.45,0,0
443,DEBIT,12295.58,C1000006038,77186.43,52316.2,C2000006038,41755.16,278902.99,0,0
52,PAYMENT,62096.54,C1000006039,15630.98,58907.56,C2000006039,184697.72,82224.79,0,0
376,CASH_IN,61968.85,C1000006040,56687.92,8698.32,C2000006040,283568.79,76960.71,0,0
263,DEBIT,86974.34,C1000006041,133058.75,158176.7,C2000006041,28182.25,221854.12,0,0
267,PAYMENT,57269.68,C1000006042,198261.43,116314.16,C2000006042,49382.03,282165.86,0,0
359,DEBIT,43406.8,C1000006043,50961.52,96160.36,C2000006043,229657.37,40003.83,0,0
317,DEBIT,97438.33,C1000006044,94664.26,170459.41,C2000006044,101077.71,113275.15,0,0
324,DEBIT,22889.26,C1000006045,89609.22,88969.01,C2000006045,286671.48,250920.19,0,0
666,PAYMENT,26279.17,C1000006046,36830.73,189586.03,C2000006046,187308.91,147596.03,0,0
652,CASH_IN,8486.12,C1000006047,122013.81,2647.31,C2000006047,144960.1,252708.92,0,0
563,PAYMENT,97531.93,C1000006048,144940.99,196923.27,C2000006048,101299.05,35025.78,0,0
629,PAYMENT,70638.96,C1000006049,29443.9,163176.71,C2000006049,71737.42,233108.67,0,0
421,DEBIT,1219.59,C1000006050,151424.91,70987.84,C2000006050,195006.24,116881.53,0,0
46,CASH_OUT,70434.36,C1000006051,140032.33,119072.71,C2000006051,177608.69,207916.28,0,0
600,CASH_OUT,40419.57,C1000006052,39468.58,172921.0,C2000006052,107373.85,87945.86,0,0
720,CASH_OUT,96755.29,C1000006053,129789.53,96319.67,C2000006053,275333.02,207569.79,0,0
269,PAYMENT,27745.98,C1000006054,78734.34,10209.94,C2000006054,228541.17,210631.3,0,0
601,DEBIT,71031.53,C1000006055,136227.55,180739.22,C2000006055,78020.21,125801.13,0,0
381,CASH_OUT,62747.14,C1000006056,99219.37,103403.25,C2000006056,283009.79,290756.06,0,0
118,TRANSFER,1214.88,C1000006057,9627.54,109031.45,C2000006057,226661.73,146.69,0,0
566,TRANSFER,88522.84,C1000006058,157393.4,2743.64,C2000006058,269132.08,202262.22,0,0
116,TRANSFER,13969.87,C1000006059,111119.98,20013.21,C2000006059,40865.99,272615.83,0,0
630,CASH_IN,66362.24,C1000006060,144958.92,155479.57,C2000006060,9899.03,257245.06,0,0
260,DEBIT,77557.09,C1000006061,25214.35,86989.87,C2000006061,147875.48,169415.31,0,0
75,PAYMENT,63096.46,C1000006062,144254.49,199611.66,C2000006062,134445.86,268725.82,0,0
480,PAYMENT,9720.42,C1000006063,82733.24,139135.54,C2000006063,260941.19,32379.75,0,0
305,DEBIT,97518.16,C1000006064,159853.41,189920.23,C2000006064,51643.63,163043.98,0,0
7,CASH_IN,23689.42,C1000006065,119833.18,55870.43,C2000006065,7074.67,294393.23,0,0
366,DEBIT,62790.2,C1000006066,70980.43,35230.71,C2000006066,158774.34,297467.09,0,0
634,CASH_IN,79719.83,C1000006067,40383.39,75317.89,C2000006067,53269.83,203747.71,0,0
523,CASH_OUT,93924.21,C1000006068,163184.83,52953.71,C2000006068,14852.7,50295.5,0,0
348,CASH_OUT,60405.01,C1000006069,112038.53,122673.14,C2000006069,6661.94,33877.38,0,0
438,CASH_IN,25912.82,C1000006070,197493.61,148888.41,C2000006070,42730.1,276733.62,0,0
215,DEBIT,83665.54,C1000006071,74697.73,80419.5,C2000006071,112756.98,264197.54,0,0
429,CASH_OUT,16330.36,C1000006072,137143.84,17969.21,C2000006072,265190.5,94620.31,0,0
498,DEBIT,2238.02,C1000006073,124564.17,5266.39,C2000006073,228172.38,279468.43,0,0
540,CASH_OUT,90815.8,C1000006074,127516.34,43605.54,C2000006074,159050.47,39157.92,0,0
367,DEBIT,57543.14,C1000006075,147395.99,146497.49,C2000006075,129103.43,88347.38,0,0
313,DEBIT,6973.45,C1000006076,27821.66,44310.48,C2000006076,136739.72,193237.91,0,0
538,TRANSFER,57977.14,C1000006077,109928.81,182194.85,C2000006077,265393.32,51200.96,0,0
54,CASH_IN,14509.97,C1000006078,101825.93,130328.7,C2000006078,217389.34,296719.1,0,0
541,PAYMENT,3148.29,C1000006079,68505.96,172417.93,C2000006079,51603.75,66770.33,0,0
467,CASH_IN,11661.24,C1000006080,87230.05,77162.94,C2000006080,281919.57,73596.18,0,0
164,DEBIT,77512.99,C1000006081,103762.42,196709.97,C2000006081,231874.52,142378.95,0,0
334,DEBIT,75568.53,C1000006082,64184.46,135899.68,C2000006082,10246.82,233549.87,0,0
547,CASH_IN,60435.77,C1000006083,58631.77,71391.98,C2000006083,150677.11,36147.34,0,0
348,DEBIT,20940.74,C1000006084,147654.51,42507.83,C2000006084,195834.54,200233.38,0,0
273,CASH_OUT,73899.32,C1000006085,13383.63,173306.27,C2000006085,18296.7,29811.42,0,0
720,DEBIT,40810.45,C1000006086,62592.62,63619.66,C2000006086,105918.05,28416.35,1,0
414,CASH_IN,51080.25,C1000006087,130742.23,8872.85,C2000006087,194490.74,12418.64,0,0
500,CASH_IN,89765.09,C1000006088,41754.59,55731.74,C2000006088,244826.3,163385.6,0,0
93,CASH_IN,45791.17,C1000006089,114454.53,35890.27,C2000006089,293141.37,130790.72,0,0
685,TRANSFER,62640.35,C1000006090,60432.83,63946.24,C2000006090,36489.14,92206.7,0,0
79,TRANSFER,96175.53,C1000006091,168660.25,122653.24,C2000006091,189720.72,158133.41,0,0
622,TRANSFER,45144.48,C1000006092,69997.87,100086.38,C2000006092,267836.91,150554.63,0,0
217,TRANSFER,56077.18,C1000006093,45903.31,142170.08,C2000006093,215075.36,142164.41,1,0
358,TRANSFER,58445.62,C1000006094,106020.76,66766.43,C2000006094,189719.89,51735.45,0,0
618,TRANSFER,24078.75,C1000006095,27132.1,23961.68,C2000006095,64326.59,269085.17,1,0
507,TRANSFER,73694.84,C1000006096,159496.79,32053.55,C2000006096,244589.2,186007.4,0,0
559,CASH_IN,72666.44,C1000006097,136005.65,159456.55,C2000006097,168747.41,38187.43,0,0
181,PAYMENT,21363.54,C1000006098,154101.78,19598.13,C2000006098,33424.87,76638.79,0,0
576,TRANSFER,1343.67,C1000006099,79775.64,159625.24,C2000006099,280680.52,229375.59,0,0
246,CASH_IN,99894.17,C1000006100,167000.68,42525.87,C2000006100,296517.22,232923.44,0,0
244,PAYMENT,58162.96,C1000006101,98709.63,135680.92,C2000006101,161301.74,217721.91,0,0
506,TRANSFER,18111.39,C1000006102,18939.81,124619.26,C2000006102,232943.73,237139.88,0,0
422,PAYMENT,28363.71,C1000006103,44805.85,19652.09,C2000006103,174993.81,179460.73,0,0
320,PAYMENT,61783.03,C1000006104,142210.56,133172.7,C2000006104,126661.72,86631.25,0,0
87,CASH_OUT,13770.18,C1000006105,179284.46,89501.5,C2000006105,122732.41,107298.97,0,0
217,DEBIT,3737.69,C1000006106,19037.12,141432.39,C2000006106,289294.29,152891.55,0,0
490,CASH_OUT,79850.0,C1000006107,172842.96,167094.77,C2000006107,110635.95,73806.88,0,0
519,PAYMENT,71587.47,C1000006108,159813.97,7899.87,C2000006108,147136.26,255994.12,0,0
278,CASH_IN,30967.07,C1000006109,71312.21,129592.57,C2000006109,74547.24,224086.51,0,0
722,TRANSFER,5858.55,C1000006110,137855.36,20991.57,C2000006110,75984.62,294001.83,0,0
169,DEBIT,48632.23,C1000006111,37390.27,75775.11,C2000006111,106868.13,124577.19,0,0
330,TRANSFER,27625.87,C1000006112,162678.66,2535.7,C2000006112,277433.29,261229.65,0,0
650,CASH_IN,39783.94,C1000006113,131467.8,65728.76,C2000006113,118961.42,233737.71,0,0
441,DEBIT,27404.19,C1000006114,87765.88,33870.97,C2000006114,165686.85,249581.42,0,0
391,CASH_OUT,17535.01,C1000006115,172903.46,111252.86,C2000006115,163726.04,206444.54,0,0
496,PAYMENT,38705.11,C1000006116,27846.9,102454.3,C2000006116,174945.38,104710.47,0,0
381,CASH_IN,96489.76,C1000006117,169157.13,158654.88,C2000006117,246013.03,73176.91,0,0
306,PAYMENT,26630.12,C1000006118,4777.28,127992.26,C2000006118,270360.42,81693.68,0,0
742,PAYMENT,33603.3,C1000006119,150640.08,142925.18,C2000006119,62624.06,170095.66,0,0
673,TRANSFER,32930.91,C1000006120,114672.82,18496.02,C2000006120,258134.18,263896.27,0,0
513,CASH_IN,48034.08,C1000006121,139344.65,5552.97,C2000006121,164312.14,134724.56,0,0
188,PAYMENT,84352.12,C1000006122,82468.91,193908.31,C2000006122,277340.86,179654.75,0,0
516,CASH_OUT,40218.24,C1000006123,172888.23,85406.48,C2000006123,274846.97,220140.28,0,0
644,DEBIT,80616.73,C1000006124,62629.8,78994.87,C2000006124,116829.99,256579.63,0,0
427,CASH_IN,11510.06,C1000006125,54991.06,7002.48,C2000006125,195563.02,194545.45,0,0
502,TRANSFER,89491.77,C1000006126,60350.13,23782.16,C2000006126,261423.36,188791.89,0,0
730,CASH_IN,18538.56,C1000006127,154872.77,188094.79,C2000006127,115412.66,296277.73,0,0
260,TRANSFER,3929.76,C1000006128,99058.35,138969.01,C2000006128,13147.61,258724.74,0,0
513,DEBIT,15843.86,C1000006129,107417.07,81842.41,C2000006129,107942.35,220025.32,0,0
71,CASH_OUT,19083.07,C1000006130,166331.08,180896.83,C2000006130,109621.25,249582.65,0,0
478,PAYMENT,50855.33,C1000006131,166673.11,117978.57,C2000006131,242023.68,299968.51,0,0
178,CASH_IN,44999.33,C1000006132,32347.62,149293.61,C2000006132,92887.04,151715.82,0,0
457,TRANSFER,71590.28,C1000006133,109953.53,86319.91,C2000006133,268195.11,211659.91,0,0
189,DEBIT,5104.6,C1000006134,25203.64,86305.61,C2000006134,164592.46,244023.35,0,0
291,PAYMENT,49775.65,C1000006135,173705.69,13670.1,C2000006135,175846.25,133257.28,0,0
520,DEBIT,33253.8,C1000006136,167401.14,146794.65,C2000006136,242102.26,286481.12,0,0
292,CASH_OUT,63074.33,C1000006137,169869.77,19823.48,C2000006137,40372.57,114665.14,0,0
635,PAYMENT,4379.54,C1000006138,140971.7,152853.48,C2000006138,5382.49,72921.44,0,0
283,PAYMENT,3503.13,C1000006139,93375.46,38171.62,C2000006139,16984.4,203127.45,0,0
544,PAYMENT,42730.89,C1000006140,80944.25,49473.45,C2000006140,9199.06,24224.34,0,0
377,TRANSFER,81135.83,C1000006141,79044.91,183577.95,C2000006141,209968.46,37992.76,0,0
658,PAYMENT,67112.7,C1000006142,13242.56,94313.53,C2000006142,73491.33,291144.54,0,0
156,DEBIT,1680.44,C1000006143,189774.06,25048.51,C2000006143,257226.63,84495.21,0,0
508,TRANSFER,17855.42,C1000006144,90055.13,181016.31,C2000006144,264862.51,9944.23,0,0
413,PAYMENT,22680.88,C1000006145,186022.98,90479.4,C2000006145,106826.09,142393.06,0,0
528,DEBIT,42311.66,C1000006146,175851.51,26110.27,C2000006146,58447.61,260203.28,0,0
355,DEBIT,58675.7,C1000006147,165722.08,78164.59,C2000006147,149643.59,99994.75,0,0
559,CASH_IN,21653.85,C1000006148,117661.78,117865.85,C2000006148,244742.51,125797.13,0,0
187,DEBIT,38257.6,C1000006149,20311.18,72468.41,C2000006149,205467.59,47054.62,0,0
31,CASH_OUT,58398.5,C1000006150,64782.29,184865.31,C2000006150,7722.68,103827.85,0,0
260,PAYMENT,38349.7,C1000006151,120717.24,53936.76,C2000006151,2145.17,289623.93,0,0
421,PAYMENT,14325.51,C1000006152,2691.16,35165.08,C2000006152,34141.06,263163.51,0,0
529,PAYMENT,49171.2,C1000006153,8526.18,44190.23,C2000006153,101032.14,221955.23,0,0
551,DEBIT,32406.18,C1000006154,135532.68,16749.99,C2000006154,161064.66,235865.45,0,0
304,DEBIT,86420.19,C1000006155,177640.57,90459.23,C2000006155,245275.48,200804.32,0,0
39,PAYMENT,77564.73,C1000006156,171032.63,175666.79,C2000006156,42837.83,35385.73,0,0
489,TRANSFER,19035.61,C1000006157,33629.06,61067.92,C2000006157,45743.71,35233.74,0,0
644,TRANSFER,15272.05,C1000006158,182246.69,51667.52,C2000006158,259089.12,161156.06,0,0
542,CASH_OUT,34774.19,C1000006159,139260.44,167476.93,C2000006159,277207.48,178635.27,0,0
670,CASH_IN,41223.33,C1000006160,143265.19,61198.97,C2000006160,165386.82,291546.6,0,0
278,CASH_OUT,93202.49,C1000006161,60808.24,95378.4,C2000006161,235467.78,135352.77,0,0
203,PAYMENT,30169.06,C1000006162,143199.36,6247.62,C2000006162,102801.34,275243.3,0,0
66,PAYMENT,86759.76,C1000006163,141954.46,57414.35,C2000006163,283880.06,297100.62,0,0
108,PAYMENT,50535.87,C1000006164,118933.11,26111.99,C2000006164,271464.14,253350.37,0,0
268,CASH_IN,88563.52,C1000006165,71457.68,21169.22,C2000006165,254881.48,119694.15,0,0
222,DEBIT,70198.36,C1000006166,162202.89,86283.48,C2000006166,3894.48,226031.4,0,0
530,CASH_IN,70841.81,C1000006167,187503.59,55466.48,C2000006167,156989.43,163638.54,0,0
90,CASH_OUT,51884.56,C1000006168,173977.69,33289.35,C2000006168,7998.54,59645.09,0,0
693,DEBIT,84032.0,C1000006169,48595.84,102297.05,C2000006169,203233.67,38910.49,0,0
255,DEBIT,25449.94,C1000006170,89134.77,156808.8,C2000006170,55033.09,21024.86,0,0
455,CASH_OUT,90736.05,C1000006171,68482.87,146971.83,C2000006171,191843.99,97929.95,0,0
253,DEBIT,63681.22,C1000006172,141495.91,50152.59,C2000006172,29387.58,206628.26,0,0
257,TRANSFER,43876.5,C1000006173,166298.07,52626.93,C2000006173,226984.84,274156.87,0,0
383,CASH_OUT,98219.17,C1000006174,43159.23,146380.36,C2000006174,217934.4,96131.26,0,0
442,CASH_OUT,86202.79,C1000006175,189455.11,111433.71,C2000006175,1382.97,159306.43,0,0
599,TRANSFER,77204.38,C1000006176,135465.83,148483.3,C2000006176,237615.95,140643.52,0,0
90,CASH_IN,27397.51,C1000006177,43689.57,273.07,C2000006177,49136.2,32628.95,0,0
390,CASH_IN,97374.33,C1000006178,74218.92,17427.62,C2000006178,32787.04,228083.66,0,0
582,CASH_IN,74301.32,C1000006179,20921.37,160394.01,C2000006179,150074.16,155811.52,0,0
44,DEBIT,60525.68,C1000006180,119413.8,170223.76,C2000006180,177027.37,275192.51,0,0
712,TRANSFER,92180.7,C1000006181,33838.3,68688.04,C2000006181,30931.74,250634.76,0,0
664,CASH_OUT,16226.55,C1000006182,138617.99,191666.97,C2000006182,91424.57,83482.0,0,0
598,CASH_OUT,13910.22,C1000006183,147449.35,60313.89,C2000006183,122338.47,93785.82,0,0
19,CASH_OUT,56375.7,C1000006184,95866.96,178056.65,C2000006184,283084.81,161095.82,0,0
101,DEBIT,5680.79,C1000006185,18763.35,84341.82,C2000006185,75396.68,37543.8,0,0
607,DEBIT,66402.05,C1000006186,122174.64,112361.73,C2000006186,78146.41,75335.75,0,0
357,CASH_IN,24081.71,C1000006187,74441.05,128654.45,C2000006187,197818.57,246327.9,0,0
542,DEBIT,11911.47,C1000006188,189929.49,26621.66,C2000006188,218145.75,45901.26,0,0
33,CASH_IN,40955.49,C1000006189,102641.14,7422.28,C2000006189,3246.65,163872.48,0,0
229,CASH_IN,46600.3,C1000006190,14453.21,85360.06,C2000006190,40209.26,118189.67,0,0
524,CASH_OUT,17056.78,C1000006191,127209.82,32071.3,C2000006191,107307.31,60279.27,0,0
630,DEBIT,4163.11,C1000006192,155870.74,109786.76,C2000006192,189603.3,290932.11,0,0
155,CASH_IN,41411.42,C1000006193,32100.56,90728.39,C2000006193,40235.7,247537.04,0,0
423,TRANSFER,75955.04,C1000006194,89811.47,24419.52,C2000006194,107084.73,80005.07,0,0
246,TRANSFER,87421.24,C1000006195,148639.39,133157.01,C2000006195,24060.78,235584.72,0,0
405,DEBIT,9763.85,C1000006196,4098.72,4098.96,C2000006196,171334.15,1925.32,0,0
541,CASH_OUT,52472.3,C1000006197,5793.96,25276.66,C2000006197,127909.6,83269.74,0,0
161,CASH_OUT,26347.66,C1000006198,135382.41,140032.84,C2000006198,236424.37,32399.42,0,0
702,CASH_IN,37469.64,C1000006199,145025.3,105571.08,C2000006199,172166.53,127224.57,0,0
117,DEBIT,93344.85,C1000006200,169173.89,56386.59,C2000006200,197732.27,191373.87,0,0
271,TRANSFER,35213.96,C1000006201,79919.96,36049.23,C2000006201,201347.49,51393.27,0,0
692,CASH_IN,36540.94,C1000006202,77955.33,128456.75,C2000006202,176882.58,71722.13,0,0
487,CASH_IN,20947.49,C1000006203,110473.59,41119.33,C2000006203,4827.61,117811.2,0,0
172,PAYMENT,96002.24,C1000006204,151465.39,196922.22,C2000006204,249617.78,189232.77,0,0
274,DEBIT,45654.17,C1000006205,128198.44,173862.24,C2000006205,275009.87,93217.91,0,0
259,CASH_IN,57043.51,C1000006206,65464.66,26431.59,C2000006206,160272.08,180450.86,0,0
135,TRANSFER,45322.28,C1000006207,69309.45,171830.51,C2000006207,33647.49,104775.04,0,0
683,PAYMENT,25299.38,C1000006208,152600.99,69008.56,C2000006208,196410.46,77358.34,0,0
722,TRANSFER,81043.16,C1000006209,106929.33,97996.36,C2000006209,109119.09,256514.96,0,0
422,CASH_OUT,2856.84,C1000006210,19595.24,28564.86,C2000006210,21984.02,114892.5,0,0
421,PAYMENT,69027.44,C1000006211,30598.99,23714.45,C2000006211,256262.13,275512.28,0,0
186,PAYMENT,59431.34,C1000006212,170238.08,173098.59,C2000006212,213514.01,91672.39,0,0
364,CASH_IN,14436.62,C1000006213,199760.69,125980.45,C2000006213,241447.52,162861.65,0,0
607,CASH_OUT,16598.85,C1000006214,67136.58,92092.2,C2000006214,238838.01,16078.85,0,0
378,CASH_IN,65925.97,C1000006215,77340.33,7232.77,C2000006215,107303.5,204081.93,0,0
523,DEBIT,31220.76,C1000006216,30897.6,184392.4,C2000006216,144663.9,238641.81,0,0
580,TRANSFER,26581.15,C1000006217,47142.62,75217.65,C2000006217,70096.34,291424.1,0,0
722,TRANSFER,5925.02,C1000006218,84925.97,83329.83,C2000006218,226468.96,250983.42,0,0
196,CASH_IN,76650.64,C1000006219,56877.93,57961.91,C2000006219,157188.52,93755.94,0,0
98,TRANSFER,88268.37,C1000006220,140284.97,178258.0,C2000006220,195001.67,166980.82,0,0
605,TRANSFER,81986.24,C1000006221,107569.89,68916.95,C2000006221,106986.69,177562.16,0,0
22,DEBIT,46608.75,C1000006222,164459.43,34849.86,C2000006222,203754.76,17035.74,0,0
450,CASH_OUT,53400.3,C1000006223,144904.98,100111.44,C2000006223,201361.41,21797.08,0,0
172,PAYMENT,24235.2,C1000006224,25620.12,156298.53,C2000006224,231047.58,97741.99,0,0
383,CASH_IN,17293.75,C1000006225,24677.79,74267.7,C2000006225,46631.25,223327.2,0,0
134,CASH_IN,82301.89,C1000006226,179129.73,130409.23,C2000006226,187100.51,85660.1,0,0
426,DEBIT,79836.43,C1000006227,163902.25,60844.86,C2000006227,263842.91,262237.57,0,0
25,DEBIT,77738.21,C1000006228,93583.46,143952.46,C2000006228,28248.37,193497.18,0,0
503,PAYMENT,46341.3,C1000006229,26072.83,133744.77,C2000006229,288224.0,140441.41,0,0
185,CASH_OUT,86452.13,C1000006230,179715.26,136150.96,C2000006230,62334.94,162167.61,0,0
85,CASH_IN,92623.94,C1000006231,46140.11,129181.53,C2000006231,280963.91,99428.7,0,0
567,DEBIT,32841.15,C1000006232,7106.95,31262.47,C2000006232,260405.97,292174.7,0,0
144,CASH_IN,22477.2,C1000006233,184847.9,177598.2,C2000006233,231056.44,52786.8,0,0
679,TRANSFER,46431.66,C1000006234,161787.12,117150.55,C2000006234,62830.26,258119.05,0,0
412,CASH_IN,17940.84,C1000006235,138696.34,76477.41,C2000006235,64931.4,203445.21,0,0
224,CASH_OUT,88401.45,C1000006236,6806.07,34467.06,C2000006236,77791.46,213468.49,0,0
220,CASH_OUT,33805.67,C1000006237,105686.24,156716.22,C2000006237,243136.93,250743.25,0,0
179,CASH_IN,57621.42,C1000006238,130727.23,101809.66,C2000006238,56306.79,40866.96,0,0
631,TRANSFER,59476.0,C1000006239,151869.45,29458.62,C2000006239,174252.23,208548.24,0,0
433,CASH_OUT,51503.64,C1000006240,94214.78,184284.17,C2000006240,233258.71,232881.06,0,0
265,DEBIT,15661.01,C1000006241,190669.86,21216.49,C2000006241,138189.02,295384.1,0,0
429,CASH_IN,99100.15,C1000006242,48956.21,104844.24,C2000006242,252223.82,224267.7,0,0
662,TRANSFER,17268.6,C1000006243,13946.98,122116.28,C2000006243,168630.9,285525.97,0,0
416,DEBIT,75153.22,C1000006244,66553.25,199796.92,C2000006244,178537.62,254920.07,0,0
453,CASH_IN,79138.37,C1000006245,132360.97,28183.14,C2000006245,203034.99,262704.39,0,0
727,TRANSFER,14524.92,C1000006246,147431.44,122712.04,C2000006246,253793.71,275076.28,0,0
197,DEBIT,93317.02,C1000006247,147699.38,95343.16,C2000006247,1390.2,159347.69,0,0
554,CASH_OUT,48781.0,C1000006248,22134.77,51422.92,C2000006248,117766.58,213305.97,0,0
